institution_id,source_id,category,normalized_category,name,normalized_name,address,normalized_address,phone,bed_count,managing_authority,managing_authority_phone,mental_health_type,active_status,source_status,primary_source,primary_source_reference_date,created_at,updated_at
wonju:13193907,13193907,의료기기판매업소,의료기기판매업소,만월,만월,"강원특별자치도 원주시 중앙로 86, 203호 (중앙동)",강원특별자치도 원주시 중앙로 86,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193908,13193908,의료기기판매업소,의료기기판매업소,중앙대리점,중앙대리점,"강원특별자치도 원주시 만대로 200-22, 307호 (무실동)",강원특별자치도 원주시 만대로 200-22,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193909,13193909,의료기기판매업소,의료기기판매업소,해솔종합상사,해솔종합상사,"강원특별자치도 원주시 서원대로 427, 203동 1401호 (단구동, 한신휴플러스2차아파트)",강원특별자치도 원주시 서원대로 427,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193910,13193910,의료기기판매업소,의료기기판매업소,이투유통,이투유통,"강원특별자치도 원주시 송림길 40-29, 209호 (개운동)",강원특별자치도 원주시 송림길 40-29,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193911,13193911,의료기기판매업소,의료기기판매업소,주식회사 아이엘,주식회사아이엘,"강원특별자치도 원주시 현충로 157, 영진2차아파트 302호 (태장동)","강원특별자치도 원주시 현충로 157, 영진2차아파트 302호",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193912,13193912,의료기기판매업소,의료기기판매업소,(주)하모니메디칼시스템즈,주하모니메디칼시스템즈,"강원특별자치도 원주시 양지로 70, 서영에비뉴파크 3차 508호 (반곡동)","강원특별자치도 원주시 양지로 70, 서영에비뉴파크 3차 508호",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193913,13193913,의료기기판매업소,의료기기판매업소,제이제이(JJ)마켓,제이제이jj마켓,"강원특별자치도 원주시 시청로 90, 207동 14층 1404호 (무실동, 뜨란채아파트)",강원특별자치도 원주시 시청로 90,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193914,13193914,의료기기판매업소,의료기기판매업소,원주제일의료기기,원주제일의료기기,강원특별자치도 원주시 원일로 168 (학성동),강원특별자치도 원주시 원일로 168,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193915,13193915,의료기기판매업소,의료기기판매업소,Gs25편의점,gs25편의점,강원특별자치도 원주시 일산로 51 (일산동),강원특별자치도 원주시 일산로 51,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193916,13193916,의료기기판매업소,의료기기판매업소,베이비하우스 원주점,베이비하우스원주점,"강원특별자치도 원주시 현충로 227, 1층 (태장동)",강원특별자치도 원주시 현충로 227,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193917,13193917,의료기기판매업소,의료기기판매업소,청개구리 농미남,청개구리농미남,"강원특별자치도 원주시 판부면 남원로 390, 104동 203호 (남원주코아루 미소지움 아파트)",강원특별자치도 원주시 판부면 남원로 390,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193918,13193918,의료기기판매업소,의료기기판매업소,레푸스 원주점,레푸스원주점,"강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 321호 (무실동)","강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 321호",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193919,13193919,의료기기판매업소,의료기기판매업소,에이치케이메디칼,에이치케이메디칼,"강원특별자치도 원주시 동부순환로 261, 4층 4호 (행구동)",강원특별자치도 원주시 동부순환로 261,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193920,13193920,의료기기판매업소,의료기기판매업소,제노스템,제노스템,"강원특별자치도 원주시 중앙로 110, 2층 (중앙동)",강원특별자치도 원주시 중앙로 110,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193921,13193921,의료기기판매업소,의료기기판매업소,박밍이,박밍이,"강원특별자치도 원주시 지정면 조엄로 391, 136동 2403호 (이지더원 어반포레)",강원특별자치도 원주시 지정면 조엄로 391,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193922,13193922,의료기기판매업소,의료기기판매업소,MSDO Medi,msdomedi,"강원특별자치도 원주시 시청로 22, 리젠트프라자 203호 (무실동)","강원특별자치도 원주시 시청로 22, 리젠트프라자 203호",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193923,13193923,의료기기판매업소,의료기기판매업소,지에스(GS)25 원주가현점,지에스gs25원주가현점,강원특별자치도 원주시 가현로 39 (가현동),강원특별자치도 원주시 가현로 39,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193924,13193924,의료기기판매업소,의료기기판매업소,라이프헬스케어,라이프헬스케어,강원특별자치도 원주시 건강로 23 (반곡동),강원특별자치도 원주시 건강로 23,02-403-9957,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193925,13193925,의료기기판매업소,의료기기판매업소,휴린트,휴린트,강원특별자치도 원주시 문막읍 동화공단로 130,강원특별자치도 원주시 문막읍 동화공단로 130,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193926,13193926,의료기기판매업소,의료기기판매업소,엘디에스디,엘디에스디,"강원특별자치도 원주시 입춘로 45, 엔터비즈타워 에이동동 302-1호 (반곡동)","강원특별자치도 원주시 입춘로 45, 엔터비즈타워 에이동동 302-1호",070-8823-3313,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193927,13193927,의료기기판매업소,의료기기판매업소,GS25 단계현대점,gs25단계현대점,"강원특별자치도 원주시 원문로 178-1, 1층 (단계동)",강원특별자치도 원주시 원문로 178-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193928,13193928,의료기기판매업소,의료기기판매업소,세븐일레븐 원주단관택지점,세븐일레븐원주단관택지점,"강원특별자치도 원주시 토지길 31-23, 1층 (단구동)",강원특별자치도 원주시 토지길 31-23,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193929,13193929,의료기기판매업소,의료기기판매업소,슈올즈 원주점,슈올즈원주점,"강원특별자치도 원주시 원일로 120, 103호 (중앙동)",강원특별자치도 원주시 원일로 120,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193930,13193930,의료기기판매업소,의료기기판매업소,닥터존 원주점,닥터존원주점,"강원특별자치도 원주시 서원대로 415, 나동 (단구동)","강원특별자치도 원주시 서원대로 415, 나동",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193931,13193931,의료기기판매업소,의료기기판매업소,주식회사 지엠에이메디칼,주식회사지엠에이메디칼,"강원특별자치도 원주시 문막읍 동화공단로 130-2, 205호",강원특별자치도 원주시 문막읍 동화공단로 130-2,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193932,13193932,의료기기판매업소,의료기기판매업소,무빙케어,무빙케어,강원특별자치도 원주시 동부순환로 338-46 (행구동),강원특별자치도 원주시 동부순환로 338-46,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193933,13193933,의료기기판매업소,의료기기판매업소,씨유원주개운현대점,씨유원주개운현대점,"강원특별자치도 원주시 남원로606번길 11, 2층 (개운동)",강원특별자치도 원주시 남원로606번길 11,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193934,13193934,의료기기판매업소,의료기기판매업소,세븐일레븐 문막부영점,세븐일레븐문막부영점,강원특별자치도 원주시 문막읍 동화택지길 3-26,강원특별자치도 원주시 문막읍 동화택지길 3-26,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193935,13193935,의료기기판매업소,의료기기판매업소,대형의료기,대형의료기,"강원특별자치도 원주시 원일로 49, 1,2층 (원동)","강원특별자치도 원주시 원일로 49, 1",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193936,13193936,의료기기판매업소,의료기기판매업소,주식회사 셀락바이오,주식회사셀락바이오,"강원특별자치도 원주시 지정면 신지정로 180, 6층 601호",강원특별자치도 원주시 지정면 신지정로 180,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193937,13193937,의료기기판매업소,의료기기판매업소,원주역 맞이방편의점,원주역맞이방편의점,강원특별자치도 원주시 북원로 1860 (무실동),강원특별자치도 원주시 북원로 1860,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193938,13193938,의료기기판매업소,의료기기판매업소,지오메디,지오메디,"강원특별자치도 원주시 오리현길 16-9, 1층 (반곡동)",강원특별자치도 원주시 오리현길 16-9,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193939,13193939,의료기기판매업소,의료기기판매업소,(주)동북엘앤알 기업도시점,주동북엘앤알기업도시점,강원특별자치도 원주시 지정면 기업도시로 111,강원특별자치도 원주시 지정면 기업도시로 111,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193940,13193940,의료기기판매업소,의료기기판매업소,우리집의료기 복지용구,우리집의료기복지용구,강원특별자치도 원주시 시청로 98 (무실동),강원특별자치도 원주시 시청로 98,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193941,13193941,의료기기판매업소,의료기기판매업소,디아모,디아모,"강원특별자치도 원주시 운곡로 270, 1층 (행구동)",강원특별자치도 원주시 운곡로 270,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193942,13193942,의료기기판매업소,의료기기판매업소,돌바이오,돌바이오,"강원특별자치도 원주시 치악로 1900, 4층 401호 (봉산동)",강원특별자치도 원주시 치악로 1900,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193943,13193943,의료기기판매업소,의료기기판매업소,한림의료기 강원총판,한림의료기강원총판,"강원특별자치도 원주시 동진골2길 25, 301호 (일산동)",강원특별자치도 원주시 동진골2길 25,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193944,13193944,의료기기판매업소,의료기기판매업소,동명유통,동명유통,"강원특별자치도 원주시 무실로 121, 210동 2층 208호 (원동, 원동주공아파트)",강원특별자치도 원주시 무실로 121,033-745-3536,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193945,13193945,의료기기판매업소,의료기기판매업소,뉴메디,뉴메디,강원특별자치도 원주시 우러리길 22 (단구동),강원특별자치도 원주시 우러리길 22,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193946,13193946,의료기기판매업소,의료기기판매업소,지에스25연세청연학사점,지에스25연세청연학사점,"강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스","강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193947,13193947,의료기기판매업소,의료기기판매업소,주식회사 메디포인트,주식회사메디포인트,"강원특별자치도 원주시 원일로 258, 202호 (학성동)",강원특별자치도 원주시 원일로 258,033-766-8615,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193948,13193948,의료기기판매업소,의료기기판매업소,정욱,정욱,"강원특별자치도 원주시 흥업면 북원로 1600, 108동 303호 (남원주 두산위브)",강원특별자치도 원주시 흥업면 북원로 1600,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193949,13193949,의료기기판매업소,의료기기판매업소,지에스25 연세플라자,지에스25연세플라자,"강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스","강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193950,13193950,의료기기판매업소,의료기기판매업소,GS25남원주행복점,gs25남원주행복점,강원특별자치도 원주시 마재2로 34-1 (무실동),강원특별자치도 원주시 마재2로 34-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193951,13193951,의료기기판매업소,의료기기판매업소,지에스25 연세학생회관,지에스25연세학생회관,"강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스","강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교 미래캠퍼스",033-763-9596,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193952,13193952,의료기기판매업소,의료기기판매업소,CU원주이지더원3차점,cu원주이지더원3차점,강원특별자치도 원주시 지정면 조엄로 391 (이지더원 어반포레),강원특별자치도 원주시 지정면 조엄로 391,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193953,13193953,의료기기판매업소,의료기기판매업소,지에스25남원주점,지에스25남원주점,"강원특별자치도 원주시 북원로 1833, 1층 (무실동)",강원특별자치도 원주시 북원로 1833,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193954,13193954,의료기기판매업소,의료기기판매업소,지에스25원주장양점,지에스25원주장양점,"강원특별자치도 원주시 북원로 2870, 1층 (태장동)",강원특별자치도 원주시 북원로 2870,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193955,13193955,의료기기판매업소,의료기기판매업소,씨유원주 호저점,씨유원주호저점,강원특별자치도 원주시 호저로 234-1 (가현동),강원특별자치도 원주시 호저로 234-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193956,13193956,의료기기판매업소,의료기기판매업소,원주R서곡점이마트24,원주r서곡점이마트24,"강원특별자치도 원주시 판부면 매봉길 2, 1층",강원특별자치도 원주시 판부면 매봉길 2,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193957,13193957,의료기기판매업소,의료기기판매업소,CU단계중앙점,cu단계중앙점,"강원특별자치도 원주시 북원로 2235-6, 남원주타워 1층 (단계동)","강원특별자치도 원주시 북원로 2235-6, 남원주타워 1층",033-734-5351,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193958,13193958,의료기기판매업소,의료기기판매업소,씨지글로벌,씨지글로벌,강원특별자치도 원주시 북원로 1854 (무실동),강원특별자치도 원주시 북원로 1854,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193959,13193959,의료기기판매업소,의료기기판매업소,이마트24 원주LH점,이마트24원주lh점,"강원특별자치도 원주시 흥업면 남원로 20-37, 1층",강원특별자치도 원주시 흥업면 남원로 20-37,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193960,13193960,의료기기판매업소,의료기기판매업소,씨유원주삼광점,씨유원주삼광점,"강원특별자치도 원주시 삼광2길 15, 1층 (봉산동)",강원특별자치도 원주시 삼광2길 15,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193961,13193961,의료기기판매업소,의료기기판매업소,(주) 케이에이씨,주케이에이씨,"강원특별자치도 원주시 문막읍 반산2로 86, (주)케이에이씨 반계공장","강원특별자치도 원주시 문막읍 반산2로 86, 케이에이씨 반계공장",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193962,13193962,의료기기판매업소,의료기기판매업소,지에스25한솔행복점,지에스25한솔행복점,"강원특별자치도 원주시 한지공원길 104, 한솔솔파크 상가 1층 (명륜동)","강원특별자치도 원주시 한지공원길 104, 한솔솔파크 상가 1층",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193963,13193963,의료기기판매업소,의료기기판매업소,판부파파,판부파파,"강원특별자치도 원주시 판부면 남원로 390, 102동 301호 (남원주코아루 미소지움 아파트)",강원특별자치도 원주시 판부면 남원로 390,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193964,13193964,의료기기판매업소,의료기기판매업소,지에스25 이화마을점,지에스25이화마을점,"강원특별자치도 원주시 이화6길 42, 1층 (단계동)",강원특별자치도 원주시 이화6길 42,033-731-6336,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193965,13193965,의료기기판매업소,의료기기판매업소,태니도니,태니도니,"강원특별자치도 원주시 백간길 80, 102동 102호 (단계동, 벽산아파트)",강원특별자치도 원주시 백간길 80,033-735-9575,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193966,13193966,의료기기판매업소,의료기기판매업소,지에스25단계제일점,지에스25단계제일점,"강원특별자치도 원주시 장미공원길 47-1, 1층 (단계동)",강원특별자치도 원주시 장미공원길 47-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193967,13193967,의료기기판매업소,의료기기판매업소,지에스25원주이화길점,지에스25원주이화길점,"강원특별자치도 원주시 이화4길 45, 1층 (단계동)",강원특별자치도 원주시 이화4길 45,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193968,13193968,의료기기판매업소,의료기기판매업소,씨유문막건등로점,씨유문막건등로점,"강원특별자치도 원주시 문막읍 건등로 10-11, 1층",강원특별자치도 원주시 문막읍 건등로 10-11,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193969,13193969,의료기기판매업소,의료기기판매업소,씨유 뉴원주단관점,씨유뉴원주단관점,"강원특별자치도 원주시 단관길 81, 1층 (단구동)",강원특별자치도 원주시 단관길 81,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193970,13193970,의료기기판매업소,의료기기판매업소,Gs25상지대사거리점,gs25상지대사거리점,"강원특별자치도 원주시 우산로 39, 1층 (우산동)",강원특별자치도 원주시 우산로 39,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193971,13193971,의료기기판매업소,의료기기판매업소,GS25 원주북원로점,gs25원주북원로점,"강원특별자치도 원주시 북원로 2899, 1층 (태장동)",강원특별자치도 원주시 북원로 2899,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193972,13193972,의료기기판매업소,의료기기판매업소,씨유 원주시그니처점,씨유원주시그니처점,"강원특별자치도 원주시 백간길 55, 세경3차아파트 상가동 1층 (단계동)","강원특별자치도 원주시 백간길 55, 세경3차아파트 상가동 1층",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193973,13193973,의료기기판매업소,의료기기판매업소,이마트24 원주무실본점,이마트24원주무실본점,"강원특별자치도 원주시 무실본동길 20, 1층 (무실동)",강원특별자치도 원주시 무실본동길 20,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193974,13193974,의료기기판매업소,의료기기판매업소,CU원주관설자매점,cu원주관설자매점,"강원특별자치도 원주시 관설안길 18, 1층 (관설동)",강원특별자치도 원주시 관설안길 18,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193975,13193975,의료기기판매업소,의료기기판매업소,제이제이컴퍼니,제이제이컴퍼니,"강원특별자치도 원주시 우산로 43, 3층 (우산동)",강원특별자치도 원주시 우산로 43,033-745-3064,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193976,13193976,의료기기판매업소,의료기기판매업소,CU 봉화로점,cu봉화로점,강원특별자치도 원주시 봉화로 65-1 (단계동),강원특별자치도 원주시 봉화로 65-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193977,13193977,의료기기판매업소,의료기기판매업소,세븐일레븐 원주일호점,세븐일레븐원주일호점,"강원특별자치도 원주시 단관공원길 88, 1층 (단구동)",강원특별자치도 원주시 단관공원길 88,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193978,13193978,의료기기판매업소,의료기기판매업소,세븐일레븐 원주청솔8차점,세븐일레븐원주청솔8차점,"강원특별자치도 원주시 나비허리길 190, 청솔8차아파트 104호 (관설동)","강원특별자치도 원주시 나비허리길 190, 청솔8차아파트 104호",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193979,13193979,의료기기판매업소,의료기기판매업소,차오름,차오름,"강원특별자치도 원주시 백간길 55, 2층 201-6호 (단계동)",강원특별자치도 원주시 백간길 55,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193980,13193980,의료기기판매업소,의료기기판매업소,센스트리,센스트리,"강원특별자치도 원주시 호저면 원문로 395, A동","강원특별자치도 원주시 호저면 원문로 395, A동",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193981,13193981,의료기기판매업소,의료기기판매업소,필요템,필요템,"강원특별자치도 원주시 혁신로 35, 4층 402-33호 (반곡동)",강원특별자치도 원주시 혁신로 35,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193982,13193982,의료기기판매업소,의료기기판매업소,엔오바이오,엔오바이오,"강원특별자치도 원주시 판부면 남원로 236-1, 2층",강원특별자치도 원주시 판부면 남원로 236-1,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193983,13193983,의료기기판매업소,의료기기판매업소,헬스트론,헬스트론,"강원특별자치도 원주시 치악로 1803, 남부시장 2층 (명륜동)","강원특별자치도 원주시 치악로 1803, 남부시장 2층",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193984,13193984,의료기기판매업소,의료기기판매업소,주식회사 멜라프,주식회사멜라프,"강원특별자치도 원주시 라옹정길 51-7, 4층 411호 (관설동)",강원특별자치도 원주시 라옹정길 51-7,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193985,13193985,의료기기판매업소,의료기기판매업소,킴스메디칼,킴스메디칼,"강원특별자치도 원주시 개운로 102, 101호 (개운동)",강원특별자치도 원주시 개운로 102,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193986,13193986,의료기기판매업소,의료기기판매업소,포유,포유,"강원특별자치도 원주시 입춘로 45, 엔터비즈타워 B-625,626호 (반곡동)","강원특별자치도 원주시 입춘로 45, 엔터비즈타워 B-625",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193987,13193987,의료기기판매업소,의료기기판매업소,(주)HK컴퍼니,주hk컴퍼니,"강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 4층 429-b11호 (단구동)","강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 4층 429-b11호",070-7770-1617,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193988,13193988,의료기기판매업소,의료기기판매업소,수피아,수피아,"강원특별자치도 원주시 중앙로 86, 2층 203호 (중앙동)",강원특별자치도 원주시 중앙로 86,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193989,13193989,의료기기판매업소,의료기기판매업소,이오스하이텍,이오스하이텍,"강원특별자치도 원주시 문막읍 원문로 2146, 3층",강원특별자치도 원주시 문막읍 원문로 2146,,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
wonju:13193990,13193990,의료기기판매업소,의료기기판매업소,주식회사 조은컴퍼니,주식회사조은컴퍼니,"강원특별자치도 원주시 남산로9번길 6-4, 에벤에셀 1층 (명륜동)","강원특별자치도 원주시 남산로9번길 6-4, 에벤에셀 1층",,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:52+09:00,2026-07-15T21:05:52+09:00
