source,source_id,number_raw,category_raw,name_raw,address_raw,phone_raw,detail_url,map_action_raw,page,row_index,source_url,http_method,collected_at
wonju_health_medical_institution,13192841,233,병원,백피부과의원,강원특별자치도 원주시 원일로115번길 1 (일산동),033-748-1291,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192841&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로115번길 1 (일산동)','백피부과의원');",24,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192842,234,병원,중앙정형외과의원,강원특별자치도 원주시 학성철길 59 (학성동),033-743-5221,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192842&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 학성철길 59 (학성동)','중앙정형외과의원');",24,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192843,235,병원,박규래정형외과의원,강원특별자치도 원주시 무실로 26 (일산동),033-746-5538,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192843&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 무실로 26 (일산동)','박규래정형외과의원');",24,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192844,236,병원,권혁준내과의원,강원특별자치도 원주시 서원대로 156 (단계동),033-746-2878,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192844&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 156 (단계동)','권혁준내과의원');",24,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192845,237,병원,김남두비뇨기과의원,강원특별자치도 원주시 원일로 114 (중앙동),033-742-0193,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192845&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 114 (중앙동)','김남두비뇨기과의원');",24,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192846,238,병원,홍성국신경정신과의원,강원특별자치도 원주시 원일로 150-1 (학성동),033-743-5356,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192846&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 150-1 (학성동)','홍성국신경정신과의원');",24,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192847,239,병원,한국한센복지협회강원도지부부설복지의원,강원특별자치도 원주시 원일로 155 (일산동),033-742-8718,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192847&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 155 (일산동)','한국한센복지협회강원도지부부설복지의원');",24,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192848,240,병원,김이비인후과의원,강원특별자치도 원주시 원일로 127 (일산동),033-743-6161,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192848&sc1=10&si1=27&cpn=24&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 127 (일산동)','김이비인후과의원');",24,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=24,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192849,241,병원,서울외과의원,강원특별자치도 원주시 원일로 169 (학성동),033-742-1204,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192849&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 169 (학성동)','서울외과의원');",25,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192850,242,병원,희망찬여성의원,"강원특별자치도 원주시 혁신로 39-1,3, 4층 (반곡동)",033-733-2888,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192850&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 혁신로 39-1,3, 4층 (반곡동)','희망찬여성의원');",25,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192851,243,병원,지쉘의원,"강원특별자치도 원주시 지정면 기업도시로 6, 2층, 203호",033-733-8901,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192851&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 기업도시로 6, 2층, 203호','지쉘의원');",25,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192852,244,병원,밴스의원,"강원특별자치도 원주시 서원대로 416, 2층(단구동)",033-812-3034,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192852&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 416, 2층(단구동)','밴스의원');",25,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192853,245,병원,단구햇살의원,"강원특별자치도 원주시 치악로 1626, 3층(단구동)",033-761-9973,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192853&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 치악로 1626, 3층(단구동)','단구햇살의원');",25,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192854,246,병원,원주유앤항외과의원,"강원특별자치도 원주시 능라동길 51, 시네시티타워 401, 402호 (무실동)",033-734-1515,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192854&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 51, 시네시티타워 401, 402호 (무실동)','원주유앤항외과의원');",25,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192855,247,병원,매일진료365의원,"강원특별자치도 원주시 능라동길 65, 휴먼타워 1, 3층 (무실동)",033-813-4675,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192855&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 65, 휴먼타워 1, 3층 (무실동)','매일진료365의원');",25,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192856,248,병원,공군제8전투비행단 항공의무대대 의원,"강원특별자치도 원주시 소초면 북원로 3223, 사서함 323-5호",033-730-4091,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192856&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 소초면 북원로 3223, 사서함 323-5호','공군제8전투비행단 항공의무대대 의원');",25,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192857,249,병원,피어라의원,"강원특별자치도 원주시 지정면 신지정로 172, 현대프라자 3층",033-731-0333,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192857&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 172, 현대프라자 3층','피어라의원');",25,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192858,250,병원,연세플러스비뇨의학과의원,"강원특별자치도 원주시 원일로115번길 122, 7층 (일산동)",033-744-6875,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192858&sc1=10&si1=27&cpn=25&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로115번길 122, 7층 (일산동)','연세플러스비뇨의학과의원');",25,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=25,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192614,251,치과병원,서울매일치과병원,"강원특별자치도 원주시 만대공원길 59-0, 4~6층 (무실동)",033-812-2882,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192614&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 만대공원길 59-0, 4~6층 (무실동)','서울매일치과병원');",26,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192615,252,치과병원,그랜드치과병원,강원특별자치도 원주시 서원대로 188 (단계동),033-732-6000,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192615&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 188 (단계동)','그랜드치과병원');",26,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192616,253,한방병원,강남한방병원,"강원특별자치도 원주시 양지로 80-0 (반곡동, 6층 (반곡동))",033-734-5844,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192616&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 양지로 80-0 (반곡동, 6층 (반곡동))','강남한방병원');",26,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192617,254,한방병원,바른몸한방병원,"강원특별자치도 원주시 시청로 528-0, 3~5층 (관설동)",033-765-7501,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192617&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 시청로 528-0, 3~5층 (관설동)','바른몸한방병원');",26,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192618,255,한방병원,신원주한방병원,강원특별자치도 원주시 지정면 신지정로 190-0 ( 5~6층),033734-7500,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192618&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 190-0 ( 5~6층)','신원주한방병원');",26,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192619,256,한방병원,상지대학교부속 한방병원,"강원특별자치도 원주시 상지대길 80-0 (우산동, (우산동))",033-732-2111,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192619&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 상지대길 80-0 (우산동, (우산동))','상지대학교부속 한방병원');",26,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192620,257,요양병원,암오케이 요양병원,강원특별자치도 원주시 신림면 용소막길 20-1,033-813-9955,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192620&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 신림면 용소막길 20-1','암오케이 요양병원');",26,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192621,258,요양병원,문막요양병원,강원특별자치도 원주시 문막읍 문막시장1길 16,033-813-9922,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192621&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 문막읍 문막시장1길 16','문막요양병원');",26,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192622,259,요양병원,현대요양병원,강원특별자치도 원주시 치악로1604번길 22 (단구동),033-900-9977,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192622&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 치악로1604번길 22 (단구동)','현대요양병원');",26,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192623,260,요양병원,원주민중요양병원,강원특별자치도 원주시 북원로 2636 (태장동),033-732-0270,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192623&sc1=10&si1=27&cpn=26&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 북원로 2636 (태장동)','원주민중요양병원');",26,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=26,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192624,261,요양병원,원주효요양병원,강원특별자치도 원주시 원일로 176-1 (학성동),033-747-6701,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192624&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 176-1 (학성동)','원주효요양병원');",27,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192625,262,요양병원,연세요양병원,강원특별자치도 원주시 남원로 631 (명륜동),033-765-5001,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192625&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 남원로 631 (명륜동)','연세요양병원');",27,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192626,263,요양병원,바른요양병원,강원특별자치도 원주시 판부면 치악로 1139 (원주실버요양병원),033-762-0100,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192626&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 판부면 치악로 1139 (원주실버요양병원)','바른요양병원');",27,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192973,264,치과,서울더바른치과의원,"강원특별자치도 원주시 문막읍 왕건로 22, 3층 301호",033-813-2882,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192973&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 문막읍 왕건로 22, 3층 301호','서울더바른치과의원');",27,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192974,265,치과,키노인터네셔널치과의원,"강원특별자치도 원주시 원일로 120, 4, 5층 (중앙동)",033-762-7070,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192974&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 120, 4, 5층 (중앙동)','키노인터네셔널치과의원');",27,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192975,266,치과,아이온가족치과의원,"강원특별자치도 원주시 반곡초교로 78-6, 201, 202, 203호 (반곡동)",033-733-7773,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192975&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 반곡초교로 78-6, 201, 202, 203호 (반곡동)','아이온가족치과의원');",27,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192976,267,치과,한사랑치과의원,"강원특별자치도 원주시 판부면 남원로 401, 3층",033-762-7528,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192976&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 판부면 남원로 401, 3층','한사랑치과의원');",27,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192977,268,치과,이로운치과의원,"강원특별자치도 원주시 영랑길 14-2, 201호 (행구동)",033-900-2828,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192977&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 영랑길 14-2, 201호 (행구동)','이로운치과의원');",27,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192978,269,치과,아이조아치과의원,"강원특별자치도 원주시 입춘로 110, 207, 208호 (반곡동)",033-743-2275,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192978&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 입춘로 110, 207, 208호 (반곡동)','아이조아치과의원');",27,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192979,270,치과,치과명작치과의원,"강원특별자치도 원주시 서원대로 396, 스타월드 2층 (단구동)",033-763-2879,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192979&sc1=10&si1=27&cpn=27&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 396, 스타월드 2층 (단구동)','치과명작치과의원');",27,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=27,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192980,271,치과,중앙플란트치과의원,"강원특별자치도 원주시 평원로 76, 3층 (평원동)",033-813-2804,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192980&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 평원로 76, 3층 (평원동)','중앙플란트치과의원');",28,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192981,272,치과,원주클라인치과의원,"강원특별자치도 원주시 봉화로 22, 더파크타워 3층 301호 (단계동)",033-734-2700,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192981&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 봉화로 22, 더파크타워 3층 301호 (단계동)','원주클라인치과의원');",28,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192982,273,치과,디지털월드치과의원,"강원특별자치도 원주시 판부면 내남송길 103, 2층",033-761-7772,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192982&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 판부면 내남송길 103, 2층','디지털월드치과의원');",28,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192983,274,치과,서울명문치과의원,"강원특별자치도 원주시 시청로 528, 202,203호 (관설동)",033-901-2285,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192983&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 시청로 528, 202,203호 (관설동)','서울명문치과의원');",28,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192984,275,치과,연세문막치과의원,"강원특별자치도 원주시 문막읍 건등로 70, 2층 205호",033-904-2875,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192984&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 문막읍 건등로 70, 2층 205호','연세문막치과의원');",28,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192985,276,치과,연세바른치과의원,"강원특별자치도 원주시 능라동길 27, 305~306호 (무실동)",033-900--2882,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192985&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 27, 305~306호 (무실동)','연세바른치과의원');",28,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192986,277,치과,센텀플란트치과의원,"강원특별자치도 원주시 능라동길 70, 2층 203~206호 (무실동)",033-731-2080,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192986&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 70, 2층 203~206호 (무실동)','센텀플란트치과의원');",28,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192987,278,치과,태장치과의원,"강원특별자치도 원주시 치악로 2200, 1동 1층 (태장동)",033-904-2828,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192987&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 치악로 2200, 1동 1층 (태장동)','태장치과의원');",28,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192988,279,치과,서울니어치과의원,"강원특별자치도 원주시 지정면 신지정로 190, 3층 301~305호",033-734-0007,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192988&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 190, 3층 301~305호','서울니어치과의원');",28,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192989,280,치과,다담웃음치과의원,"강원특별자치도 원주시 지정면 신지정로 316-1, 304,305호",033-748-2275,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192989&sc1=10&si1=27&cpn=28&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 316-1, 304,305호','다담웃음치과의원');",28,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=28,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192990,281,치과,다람쥐키즈치과의원,"강원특별자치도 원주시 지정면 신지정로 322, 501~504호",033-900-2800,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192990&sc1=10&si1=27&cpn=29&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 322, 501~504호','다람쥐키즈치과의원');",29,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=29,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192991,282,치과,서울토론토치과의원,"강원특별자치도 원주시 혁신로 262, 2층, 3층 (반곡동)",033-900-2875,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192991&sc1=10&si1=27&cpn=29&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 혁신로 262, 2층, 3층 (반곡동)','서울토론토치과의원');",29,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=29,GET,2026-07-15T22:55:11+09:00
